Order Number,Rate,Name,Alias,Flag,Shared OTS,Servers,Service,Service Trails,Service OTS,Protection,Protetion Trails,Protection OTS
A1896,1GbE,KZN_DMO_PS64_01-01-12-17_DNE_PS64_01-01-12-17_1G_1,KZN_DMO_RR1006--DNE_CRS3 CDN,0,[],['DMO-PSS-01#OCS/ODU0-1-1-12-17 DNE-PSS-01#OCS/ODU0-1-1-12-17 ODU0'],Service,KZN_DMO_PS64_01-01-48-L1_DNE_PS64_01-01-36-L1_100G_9215 #TERM,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88,Protection,KZN_DMO_PS64_01-01-34-L1_CWR-1-11_DNE_PS64_01-01-34-L1_CWR-1-11_100G_9190#TERM,"DTA-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-4-2-LINEIN_DFA_VOF002303_OTM88,DTA-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS_01/AM2125B-1-2-LINEIN_DFA_VOF002852_OTM88,DNE-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF014584/U_OTM88"
A1904,1GbE,KZN_DNE_PS64_01-01-12-19_DMO_PS64_01-01-12-18_1G_1,CDN Route Reflector_1G,0,[],['DNE-PSS-01#OCS/ODU0-1-1-12-19 DMO-PSS-01#OCS/ODU0-1-1-12-18 ODU0'],Service,KZN_DMO_PS64_01-01-48-L1_DNE_PS64_01-01-36-L1_100G_9215 #TERM,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88,Protection,KZN_DMO_PS64_01-01-34-L1_CWR-1-11_DNE_PS64_01-01-34-L1_CWR-1-11_100G_9190#TERM,"DTA-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-4-2-LINEIN_DFA_VOF002303_OTM88,DTA-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS_01/AM2125B-1-2-LINEIN_DFA_VOF002852_OTM88,DNE-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF014584/U_OTM88"
A2029,10GbE,KZN_DNE_PS64_01-01-10-02_DMO_PS64_01-01-10-04_10G_1,DNE-DMO_10G_NSA LINK 6,0,[],['DNE-PSS-01#OCS/ODU2E-1-1-10-2 DMO-PSS-01#OCS/ODU2E-1-1-10-4 ODU2E'],Service,KZN_DMO_PS64_01-01-48-L1_DNE_PS64_01-01-36-L1_100G_9215 #TERM,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88,Protection,KZN_DMO_PS64_01-01-34-L1_CWR-1-11_DNE_PS64_01-01-34-L1_CWR-1-11_100G_9190#TERM,"DTA-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-4-2-LINEIN_DFA_VOF002303_OTM88,DTA-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS_01/AM2125B-1-2-LINEIN_DFA_VOF002852_OTM88,DNE-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF014584/U_OTM88"
A2096,STM-16,KZN_DNE_PS64_01-01-12-02_DMO_PS64_01-01-12-03_STM16_1,TID:71860_KZN-DNE-6350-1 TO DMO-6350-1-STM16-ALU_DWDM_A2096,0,,['DNE-PSS-01#OCS/ODU1-1-1-12-2 DMO-PSS-01#OCS/ODU1-1-1-12-3 ODU1'],Unprotected Route,KZN_DMO_PS64_01-01-48-L1_DNE_PS64_01-01-36-L1_100G_9215 #TERM,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88
A2100,STM-16,KZN_DMO_PS64_01-01-12-04_DTA_PS64_01-01-12-04_STM16_1,Trunk_208451: KZN_DMO_6350-1 TO DTA_6350-1-STM16_ALU_DWDM_A2100 (4/4 STM-16) ,0,[],['DTA-PSS-01#OCS/ODU1-1-1-12-4 DMO-PSS-01#OCS/ODU1-1-1-12-4 ODU1'],Service,KZN_DMO_PS64_01-01-35-L1_CWR-1_KZN_DTA_PS64_01-01-15-L1_CWR-1_100G-9455 #TERM,DTA-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-4-2-LINEIN_DFA_VOF002303_OTM88,Protection,"KZN_DMO_PS64_01-01-02-L1_SFD-26_KZN_BH_PS36_01-01-06-L1_SFD-28_100G-9190#TERM,KZN_DTA_PS64_01-01-39-L1_SFD-28_BH_PS36_01-01-18-L1_SFD-26_100G_9370#TERM","KZN-DMO-PSS-1/AM2125B-4-8-LINEOUT-KZN-BH-PSS-1/AM2125B-2-2-LINEIN_VOF12743/U,DTA-PSS-01/AM2125B-4-3-LINEOUT-BH-PSS-01/AM2125B-1-2-LINEIN_DFA_VOF002848_OTM88"
A2104,STM-16,KZN_DTA_PS64_01-01-12-05_DNE_PS64_01-01-12-03_STM16_1,TID_209325: KZN_DNE to DTA_STM-16,0,,['DTA-PSS-01#OCS/ODU1-1-1-12-5 DNE-PSS-01#OCS/ODU1-1-1-12-3 ODU1'],Unprotected Route,KZN_DNE_PS64_01-01-33-L1_CWR-2-11_DTA_PS64_01-01-47-L1_CWR-2-11_100G_9175#TERM,"DTA-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS_01/AM2125B-1-2-LINEIN_DFA_VOF002852_OTM88,DNE-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF014584/U_OTM88"
A2208,STM-4,KZN_BH_PS36_01-02-12-03_DTA_PS64_01-02-12-10_STM4_1,KZN_BH_PS36_01-02-12-03_DTA_PS64_01-02-12-10_STM4_1,0,[],['BH-PSS-01#OCS/ODU0-1-2-12-3 DTA-PSS-01#OCS/ODU0-1-2-12-10 ODU0'],Service,KZN_DTA_PS64_01-02-13-L1_BH_PS36_01-02-18-L1_100G-9380 #TERM,DTA-PSS-01/AM2125B-4-3-LINEOUT-BH-PSS-01/AM2125B-1-2-LINEIN_DFA_VOF002848_OTM88,Protection,"KZN_DMO_PS64_01-03-37-L1_SFD-28_BH_PS36_01-02-07-L1_SFD-28_100G-9170#TERM,KZN_DMO_PS64_01-03-34-L1_SFD-26_DTA_PS64_01-02-16-L1_CWR-1-11_100G-9250#TERM","KZN-DMO-PSS-1/AM2125B-4-8-LINEOUT-KZN-BH-PSS-1/AM2125B-2-2-LINEIN_VOF12743/U,DTA-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-4-2-LINEIN_DFA_VOF002303_OTM88"
A2216,STM-16,KZN_DNE_PS64_01-01-12-06_DMO_PS64_01-01-12-07_STM16_1,KZN_DNE_PS64_01-01-12-06_DMO_PS64_01-01-12-07_STM16_1,0,,['DMO-PSS-01#OCS/ODU1-1-1-12-7 DNE-PSS-01#OCS/ODU1-1-1-12-6 ODU1'],Unprotected Route,KZN_DMO_PS64_01-01-48-L1_DNE_PS64_01-01-36-L1_100G_9215 #TERM,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88
A2224,STM-16,KZN_DMO_PS64_01-01-12-08_DTA_PS64_01-01-12-11_STM16_1,Trunk_243799: KZN-DTA_6350_1-DMO_6350_1-STM16-ALU_DWDM_A2224 (4/4 STM-16) ,0,[],['DMO-PSS-01#OCS/ODU1-1-1-12-8 DTA-PSS-01#OCS/ODU1-1-1-12-11 ODU1'],Service,KZN_DMO_PS64_01-01-35-L1_CWR-1_KZN_DTA_PS64_01-01-15-L1_CWR-1_100G-9455 #TERM,DTA-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-4-2-LINEIN_DFA_VOF002303_OTM88,Protection,"KZN_DNE_PS64_01-01-15-L1_SFD-26_DTA_PS64_01-01-05-L1_SFD-26_100G_9350#TERM,KZN_DMO_PS64_01-01-36-L1_CRW-1-11_DNE_PS64_01-01-45-L1_CWR-1-11_100G_9195#TERM","DNE-PSS-01/AM2125B-2-3-LINEOUT-DTA-PSS-01/AM2125B-2-2-LINEIN_VOF003583_OTM88.,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88"
A2232,STM-16,KZN_DTA_PS64_01-01-12-13_DNE_PS64_01-01-12-08_STM16_1,Trunk_38690: KZN_DTA 6350-1 TO DNE 6350-1_STM-16 ,0,,['DNE-PSS-01#OCS/ODU1-1-1-12-8 DTA-PSS-01#OCS/ODU1-1-1-12-13 ODU1'],Unprotected Route,KZN_DNE_PS64_01-01-33-L1_CWR-2-11_DTA_PS64_01-01-47-L1_CWR-2-11_100G_9175#TERM,"DTA-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS_01/AM2125B-1-2-LINEIN_DFA_VOF002852_OTM88,DNE-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF014584/U_OTM88"
A2236,STM-16,KZN_DTA_PS64_01-01-12-06_DNE_PS64_01-01-12-04_STM16_1,Trunk_240312: KZN_DTA 6350-2 TO DNE 6350-2_STM-16 ,0,,['DNE-PSS-01#OCS/ODU1-1-1-12-4 DTA-PSS-01#OCS/ODU1-1-1-12-6 ODU1'],Unprotected Route,KZN_DNE_PS64_01-01-33-L1_CWR-2-11_DTA_PS64_01-01-47-L1_CWR-2-11_100G_9175#TERM,"DTA-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS_01/AM2125B-1-2-LINEIN_DFA_VOF002852_OTM88,DNE-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF014584/U_OTM88"
A2378,10GbE,KZN_DNE_PS64_01-01-10-10_DMO_PS64_01-01-10-02_10G_1,DNE_DMO_CDN_10G_1,0,[],['DNE-PSS-01#OCS/ODU2E-1-1-10-10 DMO-PSS-01#OCS/ODU2E-1-1-10-2 ODU2E'],Service,KZN_DMO_PS64_01-01-48-L1_DNE_PS64_01-01-36-L1_100G_9215 #TERM,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88,Protection,KZN_DMO_PS64_01-01-34-L1_CWR-1-11_DNE_PS64_01-01-34-L1_CWR-1-11_100G_9190#TERM,"DTA-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-4-2-LINEIN_DFA_VOF002303_OTM88,DTA-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS_01/AM2125B-1-2-LINEIN_DFA_VOF002852_OTM88,DNE-PSS-01/AM2125B-3-3-LINEOUT-RB-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF014584/U_OTM88"
A2412,STM-16,KZN_DNE_PS64_01-01-12-05_DMO_PS64_01-01-12-05_STM16_1,TID:88312_KZN_DMO_6350-2 TO DNE_6350-2-STM16_ALU_DWDM_A2412,0,,['DNE-PSS-01#OCS/ODU1-1-1-12-5 DMO-PSS-01#OCS/ODU1-1-1-12-5 ODU1'],Unprotected Route,KZN_DMO_PS64_01-01-48-L1_DNE_PS64_01-01-36-L1_100G_9215 #TERM,DNE-PSS-01/AM2125B-1-3-LINEOUT-DMO-PSS-01/AM2125B-2-2-LINEIN_DFA_VOF003092_OTM88
