A38053,10GbE,NLD8_POL-TEL_PS36_01-01-20-10_NLD7_POL-CUBE_PS36_01-01-20-7_10G_1 ,TELLABS_TR405643,0,[],['NLD8_POL-TEL_PS36_01-01-20-10_NLD7_POL-CUBE_PS36_01-01-20-7_10G_1  ODU2#1'],Service,NLD8_POL-TEL_PS36-01-01-03-L1_NLD7_POL-CUBE_PS36-01-01-03-L1_100G,NLD7-POL-CUBE-1/AM2125B-2-3-LINEOUT-NLD8-POL-TEL-1/AM2125B-2-2-LINEIN,Protection,NLD8_POL-TEL_PS36-01-01-06-L1_NLD7_POL-CUBE_PS36-01-01-06-L1_100G,NLD7-POL-CUBE-1/AM2125B-3-3-LINEOUT-NLD8-POL-TEL-1/AM2125B-3-2-LINEIN
A38062,10GbE,EAS-PLI-1_PS36_01-01-20-01_PFR-1_PS36_01-01-20-01_10GE,EAS-PLI-1_PS36_01-01-20-01_PFR-1_PS36_01-01-20-01_10GE_LTE_VPN,0,[],['EAS-PLI-1_PS36_01-01-20-01_PFR-1_PS36_01-01-20-01_10GE ODU2#1'],Service,EAS-PLI-1#OCS/ODU4-1-1-71-2 EAS-PFR-1#OCS/ODU4-1-1-71-2 236,PFR_Telkom-1/AM2125B-1-3-LINEOUT-PFR-1/AM2125B-1-2-LINEIN,Protection,EAS-PLI-1#OCS/ODU4-1-1-71-1 EAS-PFR-1#OCS/ODU4-1-1-71-1 236,PFR_Telkom-1/AM2125B-2-3-LINEOUT-PFR-1/AM2125B-2-2-LINEIN
A38068,10GbE,NLD8_POL-TEL_PS36_01-02-20-1_NLD7_POL-CUBE_PS36_01-02-20-01_10G_1 ,TID:412706_LIM PK 8665-2 POC1 to POL 8665-2 POC1 10G :IP/MPLS (NOKIA DWDM cct A20388),0,[],['NLD8_POL-TEL_PS36_01-02-20-1_NLD7_POL-CUBE_PS36_01-02-20-01_10G_1  ODU2#1'],Service,NLD8_POL-TEL_PS36-01-02-03-L1_NLD7_POL-CUBE_PS36-01-02-03-L1_100G,NLD7-POL-CUBE-1/AM2125B-2-3-LINEOUT-NLD8-POL-TEL-1/AM2125B-2-2-LINEIN,Protection,NLD8_POL-TEL_PS36-01-02-06-L1_NLD7_POL-CUBE_PS36-01-02-06-L1_100G,NLD7-POL-CUBE-1/AM2125B-3-3-LINEOUT-NLD8-POL-TEL-1/AM2125B-3-2-LINEIN
A38096,10GbE,DFA_VY_PS36_01-02-20-04_KZN_DMO_PS64_01-03-15-04_10G_1,TID:506090_LD 8660_2_DMO 8665_2 POC 2_IP/MPLS DIRECT,0,,['DFA_VY_PS36_01-02-20-04_KZN_DMO_PS64_01-03-15-04_10G_1 ODU2E#1'],Unprotected Route,"DFA_EM_PS36_01-02-03-L1_DFA_SG_PS36_01-0_9644,DFA_SG_PS36_01-02-04-L1_SFD-26_KZN-DMO_PS64_01-03-40-L1_SFD-28_100G_9250#TERM,DFA_VY_PS36_01-02-03-L1_DFA_EM_PS36_01-0_9619","DFA-SG-1/AM2125B-1-3-LINEOUT-DFA-MTZ-1/AM2125B-1-2-LINEIN_VOF000167_OTM88-DFA,DFA-MTZ-1/AM2125B-2-3-LINEOUT-DFA-EM-1/AM2125B-1-2-LINEIN_VOF000168_OTM88-DFA,KZN-DMO-PSS-1/AM2125B-1-3-LINEOUT-DFA-SG-1/AM2125B-2-2-LINEIN_VOF000166_OTM88-DFA,DFA-Melmoth-1/AM2125B-1-3-LINEOUT-DFA-EM-1/AM2125B-2-2-LINEIN_VOF002026_OTM88-DFA,DFA-Melmoth-1/AM2125B-1-7-LINEOUT-DFA-JWR-1/AM2125B-1-2-LINEIN_VOF002024_OTM88-DFA,DFA-JWR-1/AM2125B-1-2-LINEOUT-DFA-VY-1/AM2125B-2-2-LINEIN_VOF002023_OTM88-DFA"
A38104,STM-4,DFA_VY_PS36_01-02-12-01_KZN_DMO_PS64_01-03-14-01_STM4_1,TID:359821_VY-DMO_STM-4,0,,['DFA_VY_PS36_01-02-12-01_KZN_DMO_PS64_01-03-14-01_STM4_1 ODU0#1'],Unprotected Route,"DFA_EM_PS36_01-02-03-L1_DFA_SG_PS36_01-0_9644,DFA_SG_PS36_01-02-04-L1_SFD-26_KZN-DMO_PS64_01-03-40-L1_SFD-28_100G_9250#TERM,DFA_VY_PS36_01-02-03-L1_DFA_EM_PS36_01-0_9619","DFA-SG-1/AM2125B-1-3-LINEOUT-DFA-MTZ-1/AM2125B-1-2-LINEIN_VOF000167_OTM88-DFA,DFA-MTZ-1/AM2125B-2-3-LINEOUT-DFA-EM-1/AM2125B-1-2-LINEIN_VOF000168_OTM88-DFA,KZN-DMO-PSS-1/AM2125B-1-3-LINEOUT-DFA-SG-1/AM2125B-2-2-LINEIN_VOF000166_OTM88-DFA,DFA-Melmoth-1/AM2125B-1-3-LINEOUT-DFA-EM-1/AM2125B-2-2-LINEIN_VOF002026_OTM88-DFA,DFA-Melmoth-1/AM2125B-1-7-LINEOUT-DFA-JWR-1/AM2125B-1-2-LINEIN_VOF002024_OTM88-DFA,DFA-JWR-1/AM2125B-1-2-LINEOUT-DFA-VY-1/AM2125B-2-2-LINEIN_VOF002023_OTM88-DFA"
A38126,STM-16,KZN_DMO_PS64_01-03-14-03_DFA_EM_PS36_01-2-12-01_STM-16_1,TID:359833_KZN_EM_LX2-DMO_6350-02-STM16-0001_VIA_NOKIA_MATE2 DIRECT,0,,['KZN_DMO_PS64_01-03-14-03_DFA_EM_PS36_01-2-12-01_STM-16_1 ODU1#1'],Unprotected Route,"DFA_EM_PS36_01-02-03-L1_DFA_SG_PS36_01-0_9644,DFA_SG_PS36_01-02-04-L1_SFD-26_KZN-DMO_PS64_01-03-40-L1_SFD-28_100G_9250#TERM","DFA-SG-1/AM2125B-1-3-LINEOUT-DFA-MTZ-1/AM2125B-1-2-LINEIN_VOF000167_OTM88-DFA,DFA-MTZ-1/AM2125B-2-3-LINEOUT-DFA-EM-1/AM2125B-1-2-LINEIN_VOF000168_OTM88-DFA,KZN-DMO-PSS-1/AM2125B-1-3-LINEOUT-DFA-SG-1/AM2125B-2-2-LINEIN_VOF000166_OTM88-DFA"
A38132,1GbE,SGC_MTA_PS64_01-03-47-15_SGC_Teraco_PS36_01-02-12-19_1G_1,VB FTTX Accelerit MTA to Teraco 1G (SO028882),0,[],['SGC_MTA_PS64_01-03-47-15_SGC_Teraco_PS36_01-02-12-19_1G_1 ODU0#1'],Service,SGC-MTA-1#OCS/ODU4-1-3-71-16 SGC-Teraco-1#OCS/ODU4-1-2-71-7 236,"SGA-KM-1/AM2125B-4-3-LINEOUT-SGA-Teraco-1/AM2125B-2-2-LINEIN_DFA_VOF010736,SGA-MTA-1/AM2125B-3-3-LINEOUT-SGA-KM-1/AM2125B-1-2-LINEIN_DFA_VOF003320",Protection,"SGC_MTA_PS64_01-03-33-L1_SGS_JFL_PS64_01-03-36-L1_100G,SGS-JFL-1#OCS/ODU4-1-3-71-5 SGC-Teraco-1#OCS/ODU4-1-2-71-8 236","SGA-JFL-1/AM2125B-2-3-LINEOUT-SGA-MDP-1/AM2125B-1-2-LINEIN_VOF011772,SGA-MTA-1/AM2125B-1-3-LINEOUT-SGA-MDP-1/AM2125B-4-2-LINEIN_DFA_VOF008875,SGA-SD-1/AM2125B-3-3-LINEOUT-SGA-Teraco-1/AM2125B-1-13-LINEIN_DFA_VOF010780,SGA-RS-1/AM2125B-1-3-LINEOUT-SGA-JFL-1/AM2125B-4-7-LINEIN_DFA_VOF010731,SGA-SD-1/AM2125B-2-3-LINEOUT-SGA-RS-1/AM2125B-2-2-LINEIN_DFA_VOF006892"
A38152,10GbE,NLD2_PO_PS36_01-01-21-06_SGS_JME_PS64_01-01-15-08_10G_1,BEP1.0_PO_8840-2-JME-ASBR-10G,0,,['NLD2_PO_PS36_01-01-21-01_SGS_JME_PS64_01-01-15-05_10G_1 ODU2E#1'],Unprotected Route,"SGC_MTA_PS64_01-01-33-L1_SGS_JFL_PS64_01-01-36-L1_100G,SGS_JME_PS64_01-01-03-L1_SGC_MTA_PS64_01-01-04-L1_100G,SGS-JFL-1#OCS/ODU4-1-1-71-8 NLD2-PO-1#OCS/ODU4-1-1-71-5 236","SGA-JFL-1/AM2125B-2-3-LINEOUT-SGA-MDP-1/AM2125B-1-2-LINEIN_VOF011772,SGA-MTA-1/AM2125B-1-3-LINEOUT-SGA-MDP-1/AM2125B-4-2-LINEIN_DFA_VOF008875,SGA-KM-1/AM2125B-3-3-LINEOUT-SGA-SP-1/AM2125B-1-2-LINEIN_DFA_VOF000036,SGA-MTA-1/AM2125B-3-3-LINEOUT-SGA-KM-1/AM2125B-1-2-LINEIN_DFA_VOF003320,SGS-JME-1/AM2125B-3-3-LINEOUT-SGS-VN-1/AM2125B-1-2-LINEIN_VFS000717,SGS-SP-1/AM2125B-2-3-LINEOUT-SGS-VN-1/AM2125B-2-2-LINEIN_VFS000593,SGS-JFL-1/AM2125B-3-3-LINEOUT-NLD2-WPN-1/AM2125B-1-2-LINEIN_VOF003374_027JOHA292012578122,NLD2-PO-1/AM2125B-1-3-LINEOUT-NLD2-WPN-1/AM2125B-1-6-LINEIN"
A38162,10GbE,KZN_DMO_PS64_01-03-15-03_DFA_EM_PS36_01-2-20-03_10G_1,TID440863_KZN DMO 8665-2 POC 1- Empangeni 8665-2 POC2 10GIG : IP/MPLS (Direct),0,,['KZN_DMO_PS64_01-03-15-03_DFA_EM_PS36_01-2-20-03_10G_1 ODU2E#1'],Unprotected Route,"DFA_EM_PS36_01-02-03-L1_DFA_SG_PS36_01-0_9644,DFA_SG_PS36_01-02-04-L1_SFD-26_KZN-DMO_PS64_01-03-40-L1_SFD-28_100G_9250#TERM","DFA-SG-1/AM2125B-1-3-LINEOUT-DFA-MTZ-1/AM2125B-1-2-LINEIN_VOF000167_OTM88-DFA,DFA-MTZ-1/AM2125B-2-3-LINEOUT-DFA-EM-1/AM2125B-1-2-LINEIN_VOF000168_OTM88-DFA,KZN-DMO-PSS-1/AM2125B-1-3-LINEOUT-DFA-SG-1/AM2125B-2-2-LINEIN_VOF000166_OTM88-DFA"
A38215,1GbE,WES-CTE-1_PS64_01-03-11-01_FSDC_PS64_01-03-15-19_1GE,TID647840_WES- CFO 8665-1 POC2 - CTE 8665-2POC2 summarization area 2.0.0.5 vlan 205_IP/MPLS,0,,['WES-CTE-1_PS64_01-03-11-01_FSDC_PS64_01-03-15-19_1GE ODU0#1'],Unprotected Route,WES_FSDC_PS64_01-03-06-L1_SFD28_WES_CTE_PS64_01-03-06-L1_SFD28_100G#TERM,"WES_CCTY-1/AM2125B-3-3-LINEOUT-WES_CL-1/AM2125B-1-2-LINEIN_VOF10135_DFA,WES_CCTY-1/AM2125B-1-3-LINEOUT-WES_CTE-1/AM2125B-6-2-LINEIN_VOF064_DFA,WES-FSDC-1/AM2125B-5-3-LINEOUT-WES-PPK-1/AM2125B-1-2-LINEIN_VOF2036_DFA21-0000845,WES-CL-1/AM2125B-3-3-LINEOUT-WES-PPK-1/AM2125B-2-2-LINEIN_VOF010136_DFA"
A38258,10GbE,DFA_SEC_PS36_01-01-20-01_NGA_PSI_PS64_01-01-16-04_10G_1,TID:40981_NAT_Secunda 8860-1 to PSI  8840-4_10G_IP/MPLS,0,[],['DFA_SEC_PS36_01-01-20-01_NGA_PSI_PS64_01-01-16-04_10G_1 ODU2#1'],Service,"DFA_SEC_PS36_01-01-03-L1_DFA_ER_PS36_01-01-03-L1_100G,DFA_ER_PS36_01-01-02-L1_DFA_EMH_PS36_01-01-03-L1_100G,DFA_EMH_PS36_01-01-02-L1_DFA_BK_PS36_01-01-02-L1_100G,DFA_BK_PS36_01-01-03-L1_NGA_PSI_PS64_01-01-06-L1_100G","DFA-ER-1/AM2125B-3-8-LINEOUT-DFA-SEC-1/AM2125B-2-2-LINEIN_VOF009165_OTM88-DFA,DFA-HD-1/AM2125B-1-2-LINEOUT-DFA-ER-1/AM2125B-1-2-LINEIN_VOF000279_OTM88-DFA,DFA-HD-1/AM2125B-1-3-LINEOUT-DFA-EMH-1/AM2125B-1-2-LINEIN_VOF0007096_OTM88-DFA,DFA-BK-1/AM2125B-2-3-LINEOUT-DFA-EMH-1/AM2125B-2-2-LINEIN_VOF0007095_OTM88-DFA,NGA-PSI-1/AM2125B-2-3-LINEOUT-DFA-BK-1/AM2125B-1-2-LINEIN-OTM88_VOF000189-DFA",Protection,"NGA_PRO-1_01-01-12-01_NGA_PSI-1_01-01-12-01,NGA_PRO_PS64_01-01-36-L1_DFA_SEC_PS36_01-01-02-L1_100G","NGA_PRO-1/AM2125B-3-3-LINEOUT-NGA_PSI-1/AM2125B-1-2-LINEIN_VOF0053,NGA-PRO-1/AM2125B-4-4-LINEOUT-SGA-JFL-1/A2P2125-1-2-LINEIN_VOF002301,SGA-KM-1/AM2125B-3-3-LINEOUT-SGA-SP-1/AM2125B-1-2-LINEIN_DFA_VOF000036,SGA-SD-1/AM2125B-3-3-LINEOUT-SGA-Teraco-1/AM2125B-1-13-LINEIN_DFA_VOF010780,SGA-RS-1/AM2125B-1-3-LINEOUT-SGA-JFL-1/AM2125B-4-7-LINEIN_DFA_VOF010731,SGA-KM-1/AM2125B-4-3-LINEOUT-SGA-Teraco-1/AM2125B-2-2-LINEIN_DFA_VOF010736,SGA-SD-1/AM2125B-2-3-LINEOUT-SGA-RS-1/AM2125B-2-2-LINEIN_DFA_VOF006892,SGS-SP-1/AM2125B-3-3-LINEOUT-DFA-SEC-1/AM2125B-1-2-LINEIN_VOF9164-DFA"
A38267,10GbE,KZN_DMO_PS64_01-03-15-06_RV_PS36_01-2-21-03_10G_1,My Broadband speed test server Link 2_NSA,0,,['KZN_DMO_PS64_01-03-15-06_RV_PS36_01-2-21-03_10G_1 ODU2E#1'],Unprotected Route,KZN_DMO_PS64_01-03-38-L1_SFD-28_RV_PS36_01-02-07-L1_SFD-26_100G-9300#TERM,DMO-PSS-01/AM2125B-3-3-LINEOUT-RV-PSS-01/AM2125B-1-3-LINEIN_DFA_VOF007699_OTM88
A38270,10GbE,KZN_DNE_PS64_01-01-08-01_RV_PS36_01-1-21-03_10G_1,My Broadband speed test server Link 1_NSA,0,,['KZN_DNE_PS64_01-01-08-01_RV_PS36_01-1-21-03_10G_1 ODU2E#1'],Unprotected Route,KZN_DNE_PS64_01-01-37-L1_SFD-26_RV_PS36_01-01-08-L1_SFD-28_100G_9250#TERM,DNE-PSS-01/AM2125B-4-7-LINEOUT-RV-PSS-01/AM2125B-2-3-LINEIN_DFA_VOF006804_OTM88
A38316,1GbE,NLD2_KB_PS32_01-02-12-11_SGS_JFL_PS64_01-03-46-18_1G_1,T662696 _NAT_KB West End 8660-2_JFL 8840-1_VDC_DWDM_A38316_1G_IP/MPLS_1,0,,['NLD2_KB_PS32_01-02-12-11_SGS_JFL_PS64_01-03-46-18_1G_1 ODU0#1'],Unprotected Route,"NLD2_KS_PS36-01-02-03-L1_NLD2_KB_PS36-01-02-02-L1_100G,NLD2_PO_PS36-01-02-02-L1_SGS_JFL_PS64-01-03-45-L1_100G,NLD2-PO-1#OCS/ODU4-1-2-71-4 NLD2-KS-1#OCS/ODU4-1-2-71-4 236","NLD2-CHA-1/AM2125B-1-7-LINEOUT-NLD2-WRN-1/AM2125B-1-2-LINEIN,NLD2-KB-1/AM2125B-1-3-LINEOUT-NLD2-WRN-1/AM2125B-1-6-LINEIN,NLD2-BHF-1/AM2125B-1-7-LINEOUT-NLD2-CHA-1/AM2125B-1-2-LINEIN,NLD2-WOL-1/AM2125B-1-7-LINEOUT-NLD2-BHF-1/AM2125B-1-2-LINEIN,NLD2-WOL-1/AM2125B-1-3-LINEOUT-NLD2-KS-1/AM2125B-2-2-LINEIN,SGS-JFL-1/AM2125B-3-3-LINEOUT-NLD2-WPN-1/AM2125B-1-2-LINEIN_VOF003374_027JOHA292012578122,NLD2-PO-1/AM2125B-1-3-LINEOUT-NLD2-WPN-1/AM2125B-1-6-LINEIN,NLD2-PO-1/AM2125B-2-3-LINEOUT-NLD2-KS-1/AM2125B-1-2-LINEIN"
